wavenumber_cm-1,real_raw,imag_raw,real_smooth,imag_smooth,real_water_model,imag_water_model,real_residual,imag_residual
2694.2,-0.0486613,0.212354,-0.0375681852,0.1880496,-0.030783357875395188,0.004645803558639565,-0.006784827324604812,0.18340379644136046
2694.99,-0.00943993,0.231389,-0.05361287343529411,0.16790543529411767,-0.030795917036442882,0.004634702826365923,-0.02281695639885123,0.16327073246775176
2695.79,0.0113379,0.21467,-0.07238272049411765,0.1502401,-0.030808660783073573,0.004623444476464875,-0.041574059711044074,0.14561665552353512
2696.58,6.39316e-05,0.195656,-0.09129512637647058,0.13220486470588233,-0.030821270598099554,0.004612309883551358,-0.06047385577837103,0.12759255482233098
2697.38,-0.0298641,0.184935,-0.10907224402352941,0.11197151176470588,-0.030834065795389227,0.004601017073107246,-0.07823817822814019,0.10737049469159864
2698.17,-0.0708728,0.177366,-0.12507901755294118,0.08795439411764705,-0.030846726572026896,0.004589848280206161,-0.09423229098091429,0.08336454583744089
2698.97,-0.119635,0.164847,-0.13904778225882353,0.05820539411764705,-0.03085957353259749,0.004578520663426812,-0.10818820872622603,0.05362687345422024
2699.76,-0.171726,0.139742,-0.15099067637647057,0.019753158823529397,-0.030872285580644837,0.00456731732693055,-0.12011839079582573,0.015185841496598847
2700.56,-0.219824,0.0974982,-0.16139589990588235,-0.032378664705882354,-0.03088518461931644,0.004555954553677866,-0.1305107152865659,-0.03693461925956022
2701.35,-0.255963,0.0390392,-0.17141464696470587,-0.10656184117647058,-0.030897948250748125,0.004544716325655301,-0.14051669871395775,-0.11110655750212588
2702.15,-0.275839,-0.0303287,-0.1785010628470588,-0.21910472352941177,-0.030910899684551144,0.004533318041380286,-0.14759016316250767,-0.22363804157079206
2702.94,-0.280695,-0.105424,-0.14394752755294116,-0.4194964882352941,-0.030923715213530517,0.004522044569512024,-0.11302381233941064,-0.42401853280480617
2703.74,-0.275264,-0.185019,0.2289569470588235,-0.5649797823529411,-0.03093671936171772,0.004510610415188726,0.25989366642054124,-0.5694903927681298
2704.53,-0.26478,-0.272977,0.3982142470588235,-0.44485419411764704,-0.03094958710460867,0.004499301342701302,0.4291638341634322,-0.44935349546034836
2705.33,-0.253411,-0.378313,0.4808226470588235,-0.3592051352941177,-0.030962644288667227,0.004487830954759548,0.5117852913474907,-0.36369296624887726
2706.12,-0.243684,-0.517008,0.5378941764705882,-0.29795260588235295,-0.030975564564045877,0.004476485920358512,0.5688697410346342,-0.30242909180271144
2706.92,-0.235473,-0.718864,0.5836672352941176,-0.2514398411764706,-0.030988675107709106,0.004464978930615562,0.6146559104018267,-0.25590482010708615
2707.71,-0.21898,-1.04876,0.6213758823529412,-0.2144395,-0.03100164823637548,0.004453597568417338,0.6523775305893167,-0.21889309756841735
2708.51,-0.129909,-1.68184,0.6488884117647058,-0.1845240411764706,-0.0310148124656345,0.00444205360400835,0.6799032242303403,-0.18896609478047893
2709.31,0.598748,-3.19199,0.6574644705882353,-0.16247447058823533,-0.031028003830503026,0.004430490893498308,0.6884924744187384,-0.16690496148173364
2710.1,6.33944,-2.27756,0.6160731764705882,-0.15833101176470585,-0.031041057013739184,0.0044190542267783,0.6471142334843274,-0.16275006599148414
2710.9,2.84751,2.22707,0.09388399999999994,-0.38028283529411766,-0.031054302558488216,0.004407453972168249,0.12493830255848816,-0.3846902892662859
2711.7,1.33347,1.6334,0.3340475294117647,-0.27295595294117647,-0.031067575488840374,0.004395834682203441,0.36511510490060506,-0.2773517876233799
2712.49,0.850581,1.20614,0.473197,-0.1897063647058823,-0.03108070946416863,0.004384341857604426,0.5042777094641686,-0.19409070656348673
2713.29,0.606416,0.930459,0.5808560588235294,-0.10605342352941176,-0.03109403707385175,0.004372684443121116,0.6119500958973811,-0.11042610797253287
2714.08,0.421223,0.726504,0.6692856470588235,-0.012876364705882354,-0.031107225210214258,0.004361153777459787,0.7003928722690378,-0.01723751848334214
2714.88,0.21175,0.547602,0.7401765294117647,0.09867357647058825,-0.031120607834378644,0.0043494578461135015,0.7712971372461433,0.09432411862447475
