wavenumber_cm-1,real_smooth,imag_smooth,real_fit,imag_fit,real_residual,imag_residual
3465.46,-0.01127223,-0.04167642352941176,-0.011071407118386417,-0.04133634035470082,-0.0002008228816135823,-0.00034008317471093813
3466.35,-0.010951118235294115,-0.04167847058823528,-0.010772732583797913,-0.04124088150476431,-0.00017838565149620213,-0.0004375890834709753
3467.24,-0.01064823588235294,-0.0416591588235294,-0.010480516994644537,-0.04114087341554281,-0.0001677188877084023,-0.0005182854079865892
3468.13,-0.010360012352941175,-0.0416220294117647,-0.010194607910228776,-0.041036696177277086,-0.00016540444271239893,-0.0005853332344876103
3469.02,-0.010086653529411762,-0.04157018235294117,-0.00991485337265376,-0.04092868677138911,-0.00017180015675800214,-0.0006414955815520554
3469.9,-0.00983063588235294,-0.04150452352941176,-0.009644146908244266,-0.040818416581196164,-0.0001864889741086742,-0.0006861069482155951
3470.79,-0.009594831764705882,-0.0414231294117647,-0.009376191788142385,-0.040703644014212566,-0.00021863997656349637,-0.0007194853975521359
3471.68,-0.009380927058823528,-0.04132146470588235,-0.00911395673360733,-0.04058584160884317,-0.0002669703252161978,-0.00073562309703918
3472.57,-0.009188168235294118,-0.04119322941176471,-0.008857306090216416,-0.04046522341119542,-0.00033086214507770106,-0.0007280060005692909
3473.46,-0.009012462352941177,-0.04103138823529412,-0.008606109798152376,-0.04034198189293314,-0.0004063525547888004,-0.0006894063423609764
3474.35,-0.008845836470588236,-0.040829682352941175,-0.008360243504978567,-0.04021629069646944,-0.0004855929656096686,-0.0006133916564717359
3475.23,-0.008676465882352942,-0.04058444705882353,-0.008122264002605987,-0.04008975722528725,-0.0005542018797469548,-0.0004946898335362812
3476.12,-0.008490144705882354,-0.04029653529411765,-0.0078866505751898,-0.039959647243423664,-0.0006034941306925536,-0.0003368880506939842
